Адрес заведения;Описание заведения;Ccылка на фото
ул. Пестеля 1/12;Европейский ресторан на улице Пестеля. Яркий интерьер, обширная коктейльная карта и терраса на крыше — главные фишки L'eclat.Название места переводится с французского как «осколки» и отражает разбившиеся мечты участников декабристского восстания 1825 года. Романтические стремления декабристов были основаны на любви к ближнему и вере в просвещение — эти идеалы команда L’eclat вложила в концепцию заведения: начиная концепцией интерьера и заканчивая продуманным меню.Отдельного внимания заслуживает интерьер: он знакомит гостей с историей легендарного движения и погружает их в атмосферу XIX века, делая их участниками событий. По задумке авторов дизайн-проекта — основателей московского бюро Only Design Прохора Машукова и Ольги Седовой — зал концептуально разделен на две части. Первая, выполненная в изумрудно-зеленом цвете с характерными золотыми деталями, изображает императорский вагон, в котором засыпает декабрист. Его сновидения — вторая часть ресторана — оформлены в нежно-розовых цветах со множеством арочных проемов, где видны мечты спящего героя о будущем, которым не суждено стать явью.Исторические аллюзии в концепции L’eclat распространяются и на меню: декабристы во многом полагались на опыт французских революционеров, заимствуя их образ жизни и идеи. В меню ресторана шеф-повар Кирилл Зотов (Wine Gogh, Dvor Kulturi, Department 57) отдает дань уважения французским и русским кулинарным традициям.Карту напитков разработал бартендер Василий Марков (Twins Garden, GODS, Made in China). Рецепты коктейлей ставят в один ряд традиционные напитки и кордиалы на основе культур, которые ссыльные декабристы в XIX веке завезли в Сибирь. Коктейли названы в честь непосредственных участников восстания и их идей.В летний сезон на крыше Obolensky Hotel, в котором расположился ресторан, открыта терраса с панорамным видом на Петербург. Гостям предлагают закуски в стиле фингер фуд: риет из скумбрии с имбирным яблоком подают на ржаном тосте, тако готовят со страчателлой, а крем из баклажанов с перцем рамиро и джемом из томатов идет в тандеме с домашним тартином и сальсой из мяты и кинзы.  Текст предоставлен заведением
Литейный пр. 57;El Chapo Grande — третий (и второй в Петербурге) проект мексиканской сети El Chapo по соседству с «Подписными изданиями». Проект открывает не изменившаяся с первого заведения питерская команда. Новизну концепции рестораторы для себя объясняют поиском нового потолка. К имени самого известного наркобарона добавилась приставка Grande, призванная подчеркнуть масштаб проекта. Теперь под одной крышей расположился полноценный трехэтажный клуб и бар, где можно потанцевать, и ресторан с дневной посадкой и большим упором на кухню. Проект немного отошел от мексиканской классики, которая представлена в двух других заведениях сети, поэтому El Chapo Grande, скорее, тяготеет к формату файн-дайнинга. Подаем лангустины с ананасами гриль и латиноамериканским соусом чимичурри, жарим премиальный стейк мачете, сервированный картофелем, кукурузой и салатом коул-слоу, запекаем сочные ребра в банановых листьях. Коктейльная карта также получила сильный гастрономический уклон: здесь больше вариаций коктейлей и необычных сочетаний, в основе — импорт из Южной Америки и домашние настойки. Заведение открывается в полдень, поэтому днем здесь можно застать и компании коллег, собравшихся для совместного ланча (до 17:00 в ресторане приятная скидка на все меню), и гедонистов, чей день начинается с бокала игристого или беллини. Вечерами здесь танцуют, по выходным играет живая музыка, а к привычному латино-репертуару добавился джаз. Текст предоставлен заведением
пр. Невский 26;"
                Шотландский сетевой паб на Невском проспекте. Вас порадуют национальные блюда, широкая коллекция крепких напитков и пива, необычный интерьер: раритетная мебель, волынки, килты и традиционные костюмы. 
Blackwood паб гордится своей коллекцией пива. У нас можно попробовать каноничные сорта, популярные в Шотландии: стаут со сладковатыми нотками, светлый эль и лагер. В подборку включены напитки из разных стран: вишневый бельгийский эль, аншисйкий шоколадный портер, ирландский грушевый сидр и бруклинский лагер с карамелью. Фирменные наливки Blackwood готовятся по старинным рецептам и радуют своим разнообразием. Так же есть впечатляющая подборка виски. 
Шеф повар Blackwood следует старинным рецептам, по которым готовили веками.
Пару к напиткам составят сытные блюда из нашего обширного меню. Оценить шотландские традиции можно, начав с сочного хаггиса из баранины, супа каллен с тунцом или фирменного стейка, политого винным соусом. Кроме специалитетов Шотландии, жарим на гриле немецкие, австрийские и швейцарские колбаски, подаем свиные уши и ягненка с овощами. 
В пабе Blackwood можно погрузиться в атмосферу аутентичного паба Эдинбурга. Пространство оформлено шотландской геральдикой и клеткой тартан. Стены украшены шарфами футбольных клубов, а по вечерам мы транслируем на больших мониторах матчи и болеем за любимые команды.                    
    Текст предоставлен заведением"
проспект Пятилеток 2;"
                Сетевой лаунж-бар на проспекте Пятилеток. Здесь объединили три составляющие: достойную кухню, авторские коктейли и паровые коктейли.
Как и другие заведения сети, «Роял смоук» располагает к расслабленному отдыху и веселью с друзьями. Здесь зал с высокими панорамными окнами, два этажа с посадочными местами и вип-комната с караоке. В баре работает отдельный вход с благоустроенной пешеходной зоны, а сам бар расположился в торгово-развлекательном комплексе.
Опытные мастера кальянной Royal Smoke подберут нужный уровень крепости, направление вкуса и комфортную тягу для вас как на чаше из фруктов, так и на классической, предложат необычные добавки для 3D вкуса.
В лаунж-баре полноценное меню, которое составили из популярных блюд Европы и Азии, особенно можно выделить стритфуд. На закуску подаем запеченные суши и тонкие чипсы из пармезана, а среди горячего — несколько вариантов итальянской пасты, рыбный стейк, филе миньон и говяжьи ребра. 
Бармены прошли обучение в профессиональной школе Liga Univer. За баром можно попробовать множество вариантов пива, твисты на классические коктейли и европейские вина. Для гостей собрали достойную коллекцию крепких напитков.
 
Смотрим с гостями спортивные трансляции матчей и болеем за любимые команды. Внутри — 10 плазменных экранов диагональю от 40 до 70 дюймов. Текст предоставлен заведением"
Кирпичный пер. 8;"
                Авторский ресторан от Алексея Мочнова в Кирпичном переулке, где готовят комфортную еду и проводят вечеринки. Меню «Сна» составлено коллаборацией шефов разных направлений: Сергеем Сущенко (московские проекты Muntera и The Charter) и Александром Стахеевым (Sempre, Chado BB и т. д.). Здесь готовят привычную еду на каждый день в авторской интерпретации, которая подходит как для завтрака, так и для ужина. Во «Сне» проводят вечеринки с диджеями и выставки. Дизайном проекта занималось бюро DA, создавшее крутые интерьеры для ресторанов Birch и Cococo Bistro.            "
ул. Большая Зеленина 19;"
                Рыбный ресторан на Большой Зеленина. Автор проекта — Мурад Бердиев, брат шеф-повара Birch, за ним можно наблюдать на открытой кухне. А еще Мурад лично открывает для гостей устриц и украшает их «жемчужинами» из маракуйи. В компактное меню «Порто 19» вошли 4 раздела: закуски, паста и супы, основные блюда, десерты. Советуют попробовать фиш энд чипс, казарече с чернилами каракатицы, осьминогом и кальмаром и пирог с лососем. Наливают вина Старого и Нового Света. Среди наименований можно встретить грузинский киси, американский совиньон блан и греческое оранжевое сухое из сортов родитис и ассиртико.            "
Кожевенная линия 30;"
                Бистро с морепродуктами в культурном пространстве «Брусницын». Идейными вдохновителями проекта стали шеф-повар Олег Перфилов (The Repa, Le Bistro) и Алена Мельникова — соавтор ресторанов Grecco и Mecado del Sol. В меню сделали акцент на блюдах с креветками из разных регионов России, помимо них готовят кордон блю из курицы с сыром и форель с жареными кабачками и мидиями. В «Кревет» подают comfort food на каждый день и бранчи по выходным. Винную карту разработал Евгений Усачев («Винный шкаф», Hamlet + Jacks), взяв за основу представителей небольших винодельческих хозяйств. Заведение заняло площадь 100 квадратных метров с террасой, откуда открывается вид на Финский залив.            "
наб. Адмирала Лазарева 22;"
                Ресторан от одноименной сети кондитерских на набережной Адмирала Лазарева. В основном меню — комфортная еда, приготовленная из локальных фермерских продуктов. Особое внимание уделили raw-позициям и блюдам из овощей. Рекомендуют перец рамиро с копченой грушей и сырным кремом, креветки с арбузной редькой и смородиной, миньон из баклажана с мисо и хумусом. В первой половине дня можно позавтракать шакшушей с щавелем и свекольными драниками с лососем. В «Забыли сахар» подают авторские десерты с пониженным содержанием сахара и глютена. Из напитков предлагают коктейли и кофе собственной обжарки.            "
Морской проспект 29;"
                Кафе от основателя пекарен «Цех 85» на Морском проспекте. За кухню в новом проекте отвечает бренд-шеф Кирилл Шишов (Supramen) и шеф-повар Александр Маслов (Ginza Project). Они разработали меню в стиле фьюжн с большим разделом завтраков. К утренним позициям подают свежеиспеченный хлеб. Здесь готовят самые разные блюда: хумус с домашним тартином, тартар из говядины с муссом из горгонзолы, голубцы с крабом и соусом биск, итальянскую пинцу и котлеты из цесарки. Барная карта сосредоточена на вине, которое подбирала команда виноторговой компании Diletant Wines.            "
ул. Пионерская 32;"
                Ресторан азиатской кухни от известных шеф-поваров на Пионерской улице. Проект открыли: Андрей Красов («Сад»), Никита Рендино (Lucky Izakaya), Роман Грачев (Eva) и Катя Красова. В «Мэд» акцент сделан на понятной и простой еде  — в меню raw bar с блюдами вроде сашими, лепешки, маринованные и ферментированные овощи и гриль. Барную карту составил шеф-бармен Михаил Федотовский (Social Club), где представил коллекцию саке и коктейли, посвященные куклам-дарумам. В интерьере ресторана использовали монументальные материалы: гранит, дерево и цилиндрическую плитку, которую произвели по специальному заказу.            "
ул. 1-я Советская 12;"
                Пышечная на 1-ой Советской. У пышечной небанальный концепт: микс классики со свежим взглядом. Подают пышки с маршмеллоу, соусами из соленой карамели, ягод, молочного и белого шоколада. Помимо главного блюда предлагают мороженое. Из напитков — бочковый кофе, какао, различные вариации чая (пакетированный, листовой, облепиховый), лимонады и молочные коктейли.            "
Невский проспект 26;"
                Бар со специализацией на вине и коктейлях с шикарным видом на Казанский собор. Помимо панорамных окон, «Вин-вин» обустроен старинными люстрами, которые сохранились в здании с XIX века. В основном здесь предлагают красное итальянское и французское вино и классические варианты алкогольных коктейлей типа негрони и апероля.  Из еды подают блюда японской и итальянской кухни: нигири, сашими, роллы и пасту.            "
Конюшенная пл. 2;"
                Караоке-клуб на Конюшенной площади. Ежедневно в «Роял Нева» проводят вечеринки и тематические мероприятия. Здесь гости могут петь любимые песни — клуб оборудован профессиональным звуковым и световым оборудованием. Готовят блюда европейской и азиатской кухни. Из основных блюд — стейки, фирменный бургер, морепродукты на гриле и японские роллы. В барной карте большой выбор крепкого алкоголя, классических и фирменных коктейлей на основе бурбона, джина и рома. В просторном основном зале разместили сцену и светлую кожаную мебель, есть более камерные зоны с большими экранами.            "
ул. Садовая 53;"
                Итальянский ресторан напротив Юсуповского сада. Здесь делают домашную пасту и пекут фирменные лепешки с начинками — пьяды. В меню более десяти вариантов пьяд: с цуккини и баклажанами, миксом сыров и острой колбасой, с моцаррелой и лососем и другие. Пасту лепят двух видов: спагетти и лингвини. Разливают вино по бокалам и наливают домашние лимонады, например, с розмарином. В интерьере использовали эффект состаренности и потертости — старая кирпичная кладка проглядывает сквозь бетонную штукатурку, а стены украшены яркими изображениями.            "
Приморское шоссе 466;Meat Coin Country Club в Комарово объединил в себе все, за что верные поклонники любят мясные рестораны Meat Coin. А еще тут есть морской пейзаж, всесезонная терраса с очагами и светлый интерьер, выполненный из натуральных материалов архитектурным бюро Da Bureau. Все вместе отсылает к атмосфере загородного дома на греческом острове Миконос. Главная фишка заведения: блюда из говядины и баранины. Мясо поставляют из лучших фермерских хозяйств страны. Затем его разделывают, обрабатывают и выдерживают в камерах сухого вызревания не меньше четырех недель. На кухне его превращают в блюда, в которых главным остается вкус премиального мяса, подчеркнутый аутентичными турецкими специями. Карпаччо здесь готовят из огромного листа отбитой говядины, которое уже в зале сворачивают в рулет, приправленный пармезаном и дижонской горчицей. Салат делают с козьим сыром, который жители небольшой турецкой деревни Эрзитджан выдерживают в овечьих шкурах на высоте 2000 метров над уровнем моря. За зрелищную подачу стейков нередко отвечает бренд-шеф Мехмет Чалышкан — его часто можно встретить в зале.Винную и коктейльную карту ресторана представила московская команда под руководством шеф-сомелье Константина Носача. Он объединил напитки от крупных виноделен и небольших семейных хозяйств. В подборке — около 230 наименований. Встречаются вина из выдающихся винодельческих регионов вроде Бургундии и Бордо.Коктейли в ресторане разработали бармены Максим Юркин и Евгений Юшкин. Дуэт делает упор на сезонность — в миксах используют фрукты, ягоды, зелень, овощи и сами готовят из них соки, настойки и кордиалы. Для коктейля Bloody Mary томаты пробивают в собственному соку и смешивают с овощной настойкой, для которой водку настаивают на овощах: сельдерее, болгарском перце и горошке. Всего в барной карте — порядка 20 коктейлей, и каждый из них способен составить пару фирменным блюдам из мяса.Для детей здесь есть просторная игровая комната. Можете смело отдавать туда ребенка — за ним присмотрят. Также можно организовать праздник в VIP-комнате, рассчитанной на 16 человек.Текст предоставлен заведением
ул. Итальянская 2;"
                Бистро грузинской кухни на Итальянской. Молодежный проект от одноименного ресторана в Солнечном. В меню гастрономические эксперименты на стыке разных кухонь мира. Шеф-повар Максим Галишников готовит хачапури с необычными начинками, например, с креветкой и васаби или чили кон карне на мексиканский манер. Хинкали подают порцией из трех штук, на выбор — грибы с трюфелем, гребешок с карри и другие. Наливают сезонные домашние настойки, коктейли на основе дистиллятов и грузинское вино. По выходным проводят диджей-сеты с танцами.            "
пр. Маршала Блюхера 6;"
                Просторный ресторан с открытой террасой и собственной зеленой территорией на проспекте Маршала Блюхера. За меню «Веранды» отвечает Вадим Скляров, шеф-повар Ginza. Под его руководством здесь готовят блюда смешанной кухни: международную суповую классику (окрошка, борщ, гаспачо), сибирские пельмени, европейскую пиццу и пасту, азиатскую лапшу и роллы. Подают завтраки, можно заказать, к примеру омлет, сырники, кашу или блины. Для маленьких гостей в «Веранде» есть отдельное меню, а еще — детская площадка на свежем воздухе.            "
ул. Б. Пушкарская 34;"
                Небольшой китайский ресторан от создателя «Прошуттерии». Интерьером проекта Бориса Тимчука занималась студия F17design. Они украсили «Мамахуху» красными фонарями, а на стене неоновыми иероглифами выписали фразу Конфуция «разве не радостно встретить друга, прибывшего издалека?» В меню включили традиционные блюда Китая. Особое внимание уделили хотпотам — национальным самоварам с мясными нарезками и бульоном, в котором эти отруба можно варить.            "
ул. Казанская 3А;"
                Стильный итальянский бистро-бар на Казанской улице. Автор проекта «Мио» — Марк Лапин, сын основателя ресторанной группы Ginza. Вместе с итальянцем Франческо Барбато он разработал меню с классическими рецептами прямиком из Тосканы и акцентом на морепродукты. В Mio подают крудо из красных креветок, карпаччо из марлина, пасту с крабом или лангустином, осьминога в томатном соусе и запеченные гребешки. На десерт предлагают печенье кантуччи и тарт «Тропезьон». Барная карта пестрит итальянскими коктейлями типа негрони  и беллини в авторской интерпретации.            "
ул. Чайковского 56;"
                Итальянское кафе на Чайковского, где за кухню отвечает шеф-повар сети «Мама Рома». Уже более 25 лет Джузеппе Д’Агостино готовит классические итальянские блюда. В «Рома антике» решили не отходить от традиций: здесь подают брускетты, сыры, панини, карпаччо. В меню также встречаются оригинальные позиции, к примеру ризотто с кремом из пармезана и тартаром из тунца, а также паста с рагу из трески по-средиземноморски. Барная карта отражает некоторые регионы Италии: Тоскану, Пьемонту, Сицилию и Сардинию. Также здесь наливают коктейли и винные позиции из других стран.            "
ул. Большая Зеленина 21;"
                Камерная кофейня и цветочный бутик на улице Большая Зеленина. К напиткам здесь предложат классическую выпечку: круассан, галету, брауни. А если захочется посытнее, то можно попробовать запеканку или гранолу с мацони. Любой кофе можно приготовить на альтернативном молоке. Интерьер «Нежно» романтичный, светлый с винтажной мебелью, фарфором и вязаными скатертями. Особенно органично смотрятся кирпичная кладка и свечная подвесная люстра в центре зала. За чашкой кофе можно собрать авторский букет из свежих цветов или выбрать одно из платьев, которые здесь есть в продаже.            "
Малый проспект П.С. 54-56;"
                Стильный минималистичный корнер узбекской кухни в фуд-холле «Балаган». «Ош» открыла Анна Прахт, создательница салат-бара Dopamine и бренда сумок Arny Praht. Главное блюдо здесь — плов. Его готовят на открытом огне. Помимо этого предлагают и другие восточные блюда в современной интерпретации. Над интерьером Osh работала команда архитектурного бюро Узбекистана ARC.            "
ул. Наличная 24к1;Французский ресторан на Наличной улице. В переводе с английского «settlers» означает «поселенцы», и такое название неслучайно. Локация была выбрана осознанно, в ней поселенцы заметили перспективу высокого гостевого спроса. Свежий взгляд на французскую классику и акцент на блюда Средиземноморского побережья — главные составляющие кухни Settlers, которую поставила консультант и шеф-консультант Екатерина Плотникова (Alma в Москве).Меню стартует с закусок: здесь зеленый салат с грушей и сыром рокфор, а также  тартар из говядины со свежим щавелем и голландским соусом. В ресторане готовят каре ягненка, в пару к которому подают традиционное блюдо прованской кухни из запеченных овощей — ароматный рататуй, и, например, спагетти с белыми грибами и лимоном. Пасту готовят в стиле alla carbonara с грибами вместо панчетты, сыром грюйер и с яичной эмульсией на основе пармезана.С 11:00 до 14:00 основное меню дополняют завтраки. В списке — французская гренка с сезонными ягодами, глазунья с окороком и сыром грюйер и бриошь с лососем, яйцом пашот, шпинатом и голландским соусом.В винной карте ресторана собрали 30 наименований, около половины из которых разливают по бокалам. Кроме них, в барной карте — исчерпывающая подборка крепкого алкоголя, пива и сидра от локальных производств. Коктейли разработал шеф-бармен Егор Щербаков (Simach в Сочи). В Settlers он мешает авторские коктейли и твисты. В числе рекомендаций Егора — Paris Experiment №1 с добавлением ликера на основе бузины и кордиала лемонграсс & базилик.Интерьер Settlers — это отсылка к современному загородному дому на севере Франции. Здесь много пространства и естественного света за счет высоких арочных окон, теплая бежевая палитра и натуральные материалы в отделке: например, лен и дерево. Акцентными деталями стали открытая кухня и контактная барная стойка. Особенность пространства — отдельный зал, который рассчитан на 8 человек.Отражение современной Франции нашлось и в плейлисте — за музыку, вдохновленную французским звучанием отвечает команда онлайн радиостанция French Touch FM.Текст предоставлен заведением
ул. Гороховая 49б;"Guggenheim – коктейльный и музыкальный бар со средиземноморской кухней на территории модного культурного пространства Seno на Гороховой улице. Бар получил имя знаменитой наследницы семьи Гуггенхайм – Пегги, собравшей лучшую коллекцию искусства в первой половине ХХ века, и которой мы обязаны признанию Пикассо и Кандинского в арт-сообществе. Шеф-повар Андрей Антипин разработал меню, подходящее под смешанные напитки. Идеальным фуд-пейрингом для классики станет свекла с муссом из фермерского сыра, печеный камамбер с еловым вареньем, итальянские брускетты с ростбифом, крабом или нетривиальный вариант с селедкой и зеленым яблоком. Основательно поужинать можно пастой, щечками или кальмаром в устричном соусе. Тартар и паштет – явная отсылка к работе и стажировкам шефа во Франции.В коктейльной карте, созданной бывшим бар-менеджером «Компромисса» Глебом Касьяновым, собрали фьюжн из барной американской классики 30-х годов. Глеб — миксолог и неоднократный номинант премий в барной индустрии, специалист по продвижению барных стартапов, который участвовал в запуске более 10 заведений.
В интерьере буйствует зеленый неон, с потолка спускается акцентная золотая люстра на крестообразную стойку с высокой посадкой, а длинная барная – выполнена из аутентичных стеклоблоков. По выходным в баре гремят выступления бэндов, а завтраки подают ежедневно с 12 до 18. 
                     
    Текст предоставлен заведением"
Большой проспект П.С. 27/1;Кальянная с авторскими коктейлями на Большом проспекте Петроградской стороны. Freedыm занимает два небольших зала, которые удобно зонированы для комфортного отдыха нескольких компаний. Каждая из комнат легко вместит до 20 гостей. Внутри есть акцентная стена с рисунками в стиле стрит-арт. Из развлечений — плазменные телевизоры, настольные игры и интересная барная карта. По желанию здесь можно веселиться и после 23:00. В кальянной «Фридым» вы можете попробовать бестабачные паровые коктейли. Всего мы подготовили три предложения: компаниям до трех человек такой заказ обойдется в 1200 рублей, до пяти человек — в 2200 рублей, а если вы пришли к нам с шестью или семью друзьями, то выбранный коктейль будет стоить 3300 рублей. В будние дни до 17:00 у нас действует бизнес-перекур: стоимость любого бестабачного парового коктейля — 900 рублей.  В барной карте представили более 20 вариаций коктейлей: здесь и твисты на классику, и авторские рецепты. Из интересного — микс Asian Smash на джине с сиропом розы на меду, базиликом и яблочной кислотой. Среди классики можно найти варианты вроде Negroni и Bellini. Собрали европейские вина и крепкий алкоголь, например, бренди, ликеры, ром. Еды в меню не много, в основном это стартеры вроде брускетт, или итальянских антипасти. Дополнить все это можно классическим или шоколадным чизкейком на десерт. Ждем вас в уютной кальянной Freedыm в Петроградском районе!Текст предоставлен заведением
пр. Приморский 72;Sky Klauss — застекленная терраса при ресторане «Папаша Клаусс» в ТРК «Питерлэнд». Проект расположился на крыше торгового комплекса рядом с главными прогулочными местами Петербурга — с одной стороны находится Парк 300-летия с песчаным пляжем и видом на «Лахта Центр» и «Зенит Арену», с другой — Финский залив.Меню террасы повторяет меню флагманского «Папаши Клаусса» — огромного ресторана с собственной пивоварней. Сюда с открытой кухни выносят блюда, приготовленные на хоспере или специальном закрытом гриле: франкфуртские, берлинские или бременские колбаски, шашлык, люля и альтернативные стейки. В объемном меню «Скай Клаусс» найдется рецепт для каждого. Картофельные вафли, хот-доги и шаверма, два десятка наименований из мяса или рыбы, вегетарианские блюда и самые известные закуски к пиву – домашние гренки с чесноком, брецели, фиш энд чипс или свиные ребрышки. А на сладкое — сметанник с клубникой и какао. Для маленьких гостей предусмотрено детское меню, для них же в холле ресторана работает детская комната с профессиональным педагогом.Свежесваренное пиво Sky Klauss с собственного производства ресторана предлагают в трех нефильтрованных вариантах: светлое, пшеничное и темное. Все готовят исключительно по классической технологии с использованием открытого брожения. Также в барной карте есть крепкий алкоголь и авторские коктейли, домашние лимонады и травяные чаи.По выходным в «Скай Клаусс» организуют вечеринки и концерты с видом на акваторию.Текст предоставлен заведением
Загородный пр. 15;Грузинское кафе на Загородном проспекте. Оживленная локация располагает к грузинскому застолью с оглядкой на современность: рядом находятся популярные Пять углов и Рубинштейна. На кухне готовят с десяток вариантов хачапури и хинкали в сопровождении домашних вин. Меню для Cafe People составил шеф-повар Эмиль Ковтун, известный по работе в ресторанах «Баку», «Альта мареа» и еще десятка популярных заведений Петербурга. Для лаконичной подборки Эмиль выбрал традиционные закуски вроде лобио и грузинских сыров, а на горячее — четыре варианта мяса и сочный люля-кебаб. Раз в месяц мы обновляем спешл-меню с европейскими блюдами от шефа. Специальный раздел посвятили абсолютным фаворитам грузинской кухни — пышным хачапури и ароматным хинкали от 55 рублей. Для начинки хинкали используем баранину, сыр и грибы, а хачапури подаем в 9 вариантах, среди которых фирменная версия а-ля бургер: с куриной котлетой, томатом и сыром внутри.  По утрам с 11:00 сервируем завтраки. Национальные рецепты Грузии здесь представили в новой интерпретации: например, делаем хинкали с творогом и вишней. Меню обедов от 297 рублей действует по будням: по демократичным ценам можно попробовать 2-3 блюда из основного меню, среди которых салаты, супы и горячее. Барную карту Cafe People посвятили Грузии: наливаем фруктовые вина из граната, ежевики и вишни. У нас можно попробовать фирменные крепкие настойки, в основе которых — ягоды, лимон и малина. Еще наливаем чачу и грузинский коньяк. При заведении есть и лавка с грузинскими продуктами: здесь можно купить свежие овощи и фрукты, грузинские сыры, например, чечил и сулугуни. Пространство получилось ярким и модным: зал украшают люстры из бахромы ручной работы, а на полах раскинулись расписные ковры. Занять места можно у высоких окон с панорамным видом на оживленный проспект.Текст предоставлен заведением
